Time,Speed
0.0,0.1519000000000048
0.01,0.21246485066361362
0.02,0.27302970132722243
0.03,0.3335945519908312
0.04,0.3962105604762259
0.05,0.4594608774458297
0.06,0.5227111944154335
0.07,0.5928181730200984
0.08,0.6663792469618158
0.09,0.7368634230195337
0.1,0.7582301605994122
0.11,0.7795968981792907
0.12,0.8009636357591692
0.13,0.8223303733390477
0.14,0.8436960520566342
0.15,0.8599696569191967
0.16,0.8762432617817593
0.17,0.8925168666443217
0.18,0.9076054070191928
0.19,0.922659945311184
0.2,0.9376158719813705
0.21,0.9511731050776756
0.22,0.9647303381739807
0.23,0.9750087056749527
0.24,0.9803763869713231
0.25,0.9857440682676936
0.26,0.983859764616048
0.27,0.9813249160100571
0.28,0.9786187525102139
0.29,0.9742339149853492
0.3,0.9698490774604844
0.31,0.9651963126317107
0.32,0.9600142117004561
0.33,0.9548321107692014
0.34,0.9489903110961693
0.35000000000000003,0.9427866795635694
0.36,0.9365642774145267
0.37,0.930083435375111
0.38,0.9236025933356952
0.39,0.9166201228093594
0.4,0.9081773620202134
0.41000000000000003,0.8997346012310673
0.42,0.89194813570338
0.43,0.8843113461214124
0.44,0.8766745565394447
0.45,0.8664242464572125
0.46,0.8554623011847953
0.47000000000000003,0.8449695775110175
0.48,0.8350780143776362
0.49,0.8251864512442547
0.5,0.8130157251892023
0.51,0.7991023059657367
0.52,0.7861260787291479
0.53,0.7750122222625665
0.54,0.763898365795985
0.55,0.7540176225999498
0.56,0.7448075333944912
0.5700000000000001,0.7355974441890327
0.58,0.7316519282656703
0.59,0.7279147746628084
0.6,0.7255628450166804
0.61,0.7272497869373875
0.62,0.7289367288580947
0.63,0.7320667209572735
0.64,0.7373428131730162
0.65,0.7426189053887589
0.66,0.7473872810953194
0.67,0.7521010705282442
0.68,0.7567187175116487
0.6900000000000001,0.7601415363979279
0.7000000000000001,0.7635643552842072
0.71,0.7631658578207022
0.72,0.762684247155784
0.73,0.762097751321252
0.74,0.759418557091017
0.75,0.756739362860782
0.76,0.754060168630547
0.77,0.7507065770163945
0.78,0.7469887329992847
0.79,0.7432708889821749
0.8,0.739553044965065
0.81,0.7352551524255159
0.8200000000000001,0.7308444569474667
0.8300000000000001,0.7264337614694174
0.84,0.7222478192219284
0.85,0.718898311646087
0.86,0.7155488040702456
0.87,0.7121992964944043
0.88,0.7088497889185629
0.89,0.705218176043752
0.9,0.701483307669925
0.91,0.6977484392960979
0.92,0.6940135709222708
0.93,0.6897674191307807
0.9400000000000001,0.6854596646049191
0.9500000000000001,0.6811519100790577
0.96,0.6763639091196888
0.97,0.6714218591800747
0.98,0.6664865730690657
0.99,0.6619874574541377
1.0,0.6574883418392097
1.01,0.6529892262242817
1.02,0.6514870262571838
1.03,0.6508380093098556
1.04,0.6501889923625273
1.05,0.649539975415199
1.06,0.6488909584678708
1.07,0.6482419415205426
1.08,0.6475929245732144
1.09,0.6469439076258862
1.1,0.6462948906785579
1.11,0.6456458737312296
1.12,0.6449968567839014
1.1300000000000001,0.6443478398365732
1.1400000000000001,0.643698822889245
1.1500000000000001,0.6430498059419167
1.16,0.6424007889945885
1.17,0.6417517720472603
1.18,0.641102755099932
1.19,0.6404537381526038
1.2,0.6398047212052755
1.21,0.6391557042579473
1.22,0.6385066873106191
1.23,0.6378576703632909
1.24,0.6372086534159626
1.25,0.6334088745908194
1.26,0.6268429872644542
1.27,0.6205131793202394
1.28,0.6150302050695535
1.29,0.6095472308188675
1.3,0.6039452130225871
1.31,0.5982674933940714
1.32,0.5929168099914225
1.33,0.5884703898644807
1.34,0.584023969737539
1.35,0.5798048078974676
1.36,0.5756911522696633
1.37,0.5717981920904689
1.3800000000000001,0.5684481940830485
